l90_1,l90_3,l90_4,l90_5,l250_1,l250_5,l250_6,l250_7,o73_1,o73_2,o73_3,o73_4,o73_5,o128_1,o128_2,o128_3,o128_4,o128_5,Time
1.0062412788969013,0.9883223741347196,0.7769760648564691,0.7628685505521966,1.0326531216553094,0.7652774744862295,0.7835364092145805,0.795985042383132,0.6384490998204618,0.5974627206111912,0.7464038688118705,0.6431695626757273,0.6593329742662538,0.8465160342458843,0.7628821893929736,0.6980277378986003,0.5786148105021388,0.6988364893101859,0.16670000000000001
0.9983227329271445,0.9305159441537745,0.7644010820942309,0.7408991847447997,0.9909282536660524,0.7470078434734546,0.7689210001284407,0.770890012976001,0.6061548344317801,0.5784411131587225,0.7128692004792022,0.6107736625860493,0.6157368228530606,0.8105801512168075,0.7320033445218277,0.66999017520541,0.5528078607470747,0.679795973698949,0.18337
0.9507920324551696,0.8787699384730266,0.7444286242588015,0.7188146281007948,0.9640436483002154,0.7267562171100668,0.7443250464661514,0.7519426356319729,0.5868157570285499,0.5471082094073697,0.6807210469479167,0.5805474730816803,0.5917590167514006,0.7772098532036907,0.7159406539924114,0.6478149686267138,0.5232311754321186,0.6568812197357615,0.20004
0.8986570652321593,0.872437175067268,0.7123447159592599,0.6935899964386072,0.9470206646470836,0.7104151396517097,0.7238528699662914,0.7314110282772163,0.5613041463290716,0.529731486203468,0.6540596456238078,0.5526163318760412,0.5577823260675262,0.7382442756279894,0.683261116948845,0.6268788229932278,0.49956072247803035,0.6273809229550561,0.21671
0.8620739492475178,0.8558569943117006,0.6850757814930922,0.6725471134184468,0.920574935916089,0.6886288221751751,0.7037401090417272,0.7134892435671061,0.5438775625640847,0.487220665843853,0.6333000770883964,0.5312865047828569,0.5353653424327296,0.7078819358177267,0.6629974963618273,0.6174637202159818,0.4713806770662359,0.5945965129398771,0.23338
0.8292765650811406,0.8538774316055084,0.673899670726523,0.6547120569425074,0.8932524434002319,0.6604632703677519,0.6833267101884052,0.6982210758882494,0.5181813736286658,0.4932023449809432,0.6049427390867068,0.5020422148156863,0.4952687813399971,0.6815337358671877,0.6201423984325615,0.5938550454824124,0.4541993460896999,0.5630571714650481,0.25005
0.8183176285554026,0.8358452206843513,0.6492124211944884,0.6309877918064875,0.8590986804795742,0.6378620282234759,0.658884180820777,0.6792551406151628,0.4944585341486771,0.4954240987373772,0.5836915387417865,0.46856962547782227,0.4645476974451193,0.6528960869673534,0.5934897802476615,0.5738450007102524,0.42833977012294816,0.5439039384808282,0.26672
0.7881634721063139,0.820147364225136,0.6311794073135133,0.6112163292515191,0.8388589275451277,0.6189947826884815,0.6359499870635029,0.6608414927257584,0.4642325398766836,0.5019998228027095,0.5601534526522224,0.44126890249298883,0.42560533285863145,0.622086410357133,0.558120818481762,0.5435849602680546,0.4052046061732879,0.5265995625570195,0.28339000000000003
0.774402493295499,0.8083769940086122,0.5962416418035914,0.5843374400460176,0.8139367670130291,0.6031653591112603,0.623745935121786,0.6461791407323025,0.43161971774901636,0.44197922776886245,0.5468161526301903,0.41309490957193806,0.3984565256797269,0.5959090836350095,0.5344829763270776,0.5234365717497625,0.3852826876344283,0.5005354910956039,0.30006
0.7667173578619899,0.7962153967125578,0.5818693895642741,0.56540641163805,0.7893019481289266,0.5907015850468856,0.6055748779362872,0.6240748978909081,0.40842906394140505,0.3868546485592328,0.5277702671476542,0.38994104570716304,0.3722766582429777,0.5637440230267975,0.5105936108374387,0.5044818510244654,0.3588025906189431,0.4758022001959245,0.31673
0.7544110998479854,0.7660923768956963,0.5603304045180671,0.5475854059568999,0.7542566870686751,0.573339349644084,0.5928954203791307,0.6099302150581805,0.38461675894295383,0.32985360662649676,0.5008358558758653,0.3647315335465841,0.34464110843954865,0.5383230320598448,0.4844156066447277,0.49278593283705396,0.33160340221147255,0.44916240667420637,0.33340000000000003
0.7446829414839006,0.7373348207088174,0.5393265058879133,0.533454415054015,0.7265918231654955,0.5520765827227797,0.5713122488118967,0.5861957423867992,0.3580014855847501,0.3028562279950539,0.4752766788266368,0.3420556266683046,0.3136457940702921,0.5068751762687208,0.46483941369060827,0.47210764563444835,0.3005367716845664,0.434165475217954,0.35007
0.7224928534753096,0.7194501066253466,0.5133882972928382,0.5188780966201877,0.7008862063705448,0.5321262002775845,0.5564882565036933,0.5646465480485588,0.32931413085396866,0.27219051473742417,0.45027987602359715,0.3178732530948291,0.2859700622562646,0.4785373456134715,0.4361569351778228,0.44580900594728096,0.27630358993573545,0.41280555406284736,0.36674
0.7001163724589785,0.710169950766847,0.48878918162233054,0.5060144009244666,0.6772842853971222,0.5116640873927059,0.5313449838276809,0.5415963244417387,0.30989106277554435,0.250608224528482,0.4242863083737353,0.29075415720815506,0.25121633606077054,0.4500863991589407,0.41554337740142816,0.4214920552438885,0.2638780605312191,0.3868263063339839,0.38341000000000003
0.674408809115479,0.7038087501212416,0.48113271839195904,0.48450410921387643,0.6487538698247242,0.49932824762775274,0.5102026521515872,0.5219382557268102,0.2911352386963365,0.22816734836311717,0.3954443471451628,0.2694978273167958,0.2197811334098861,0.4240982855711544,0.3845772308086513,0.39855936876177595,0.2481541940550311,0.36338968130684685,0.40008
0.6422787366740135,0.6779421779267283,0.4683802908173991,0.4729927405956522,0.6220503276595645,0.47925001136934453,0.4872090222436952,0.5082872258738573,0.26680115638388896,0.1993327739609939,0.3659536235757843,0.2459101047910593,0.18489810358271724,0.34173280932529565,0.3614894159840509,0.37783320468540776,0.23486356341391168,0.3384753383269555,0.41675
0.6112620752924464,0.6457949981107984,0.4483520898579995,0.44830467216321146,0.6047799137133091,0.46287983216999695,0.466779426092486,0.49340941496887175,0.23797633173135707,,0.34063986562423393,0.22191558180323503,0.15917652543469193,0.31631160422781346,0.33591638919093525,0.3574821774838918,0.21189078607142656,0.3183664083273276,0.43342
0.5877394653147452,0.61099016573303,0.42068328258796506,0.4306629607230088,0.5860770140808167,0.4422739098592111,0.44990956629443923,0.4743539090447068,0.21173956112760067,,0.3132591542926155,0.19820899342301668,0.13640725580179877,0.29232967941851157,0.3103691179719691,0.34125700725386604,,0.29177737587600566,0.45009000000000005
0.5733250143504862,0.5832257591063063,0.39751333210132767,0.4032649778360184,0.5593863428365016,0.42477819930579624,0.4332372804957227,0.4567658907094488,0.19250022364222882,,0.28809309660206833,0.17843139585219545,0.11934599115293812,0.33435274708965484,0.28424616474262854,0.324295615921547,,0.2760018296348413,0.46676
0.5442161155225582,0.5651137978984815,0.3842677877901489,0.3886183157030049,0.5327670328745776,0.406508249456447,0.4211749821069005,0.43492442773278317,0.1704458085412281,,0.2552068769337146,0.15474318041387553,,0.3130046277088522,0.25871017014515896,0.3076083474811728,,0.25531536013304074,0.48343
0.5153955641777119,0.5399837966781332,0.36623093062289125,0.3684887926143266,0.5026085044661222,0.38939365048564833,0.40548258661184916,0.42033364860626554,0.14872676572862314,,0.22555389749145824,0.12670497157559119,,0.2824912152662923,0.23565694049543662,0.28997881554275495,,0.2348173703654571,0.5001
0.4919154858722558,0.5170775167745228,0.3461619048864718,0.3540133742219306,0.48564852101818323,0.3701677813989772,0.39045907415703074,0.40175519131540394,0.12452808127560146,,0.18871037273882418,0.10419412574591662,,0.25514728341395704,0.21739388204928065,0.272558941609822,,0.21200735930188028,0.5167700000000001
0.47790218921108857,0.4943040804984219,0.33032814473734634,0.3338127331363012,0.4673777846767136,0.3528263316371494,0.37164292877096344,0.3866735548422837,0.10007529676291918,,0.1517422312234705,0.09295425757548181,,0.2313699985665028,0.19835607692047427,0.2549171673280017,,0.18933039642459273,0.53344
0.45733229361630096,0.47147683686346886,0.30789849239617795,0.3162416245893008,0.44378507513519794,0.33316263673125857,0.35519438150946286,0.3644786082819565,0.08368134791542199,,0.10540806188506577,,,0.20365851751880543,0.17595311150757068,0.23594419262571864,,0.16976089471966704,0.55011
0.4437127987677766,0.4482511369756516,0.2889741009219507,0.29638387209194755,0.41785707643709946,0.32361887625081986,0.33721775147801714,0.34989576102098185,0.07701897727919776,,,,,0.17662635648615282,0.1496630987666201,0.21632715951858073,,0.142526050756584,0.5667800000000001
0.4297196308514664,0.4324616319441138,0.2643871065781605,0.2823000446386423,0.38689724030026396,0.31036287209080504,0.31625248651268917,0.3346109884804694,,,,,,0.14443840137536015,0.12129826273398883,0.19516021369598432,,0.11581593545660973,0.58345
0.47070247000253695,0.42054072885099353,0.2510094633828715,0.26701458031339975,0.3656834952708498,0.29779634450575854,0.295033748627412,0.3183862467664927,,,,,,0.1174476223065123,0.09429711383296563,0.1603205744554408,,,0.60012
0.44652223240537703,0.40251687633441796,0.2346192262332099,0.24483528587421635,0.34511344861168713,0.2748329946435509,0.274373245067125,0.29556119391114327,,,,,,,,0.12183094901310607,,,0.6167900000000001
0.4227371008192255,0.3824033663780734,0.2187077594316185,0.22366649711627629,0.32451144499216555,0.25845540448110815,0.25740464109974026,0.27597101054959094,,,,,,,,0.10088711171173616,,,0.63346
0.34319199539776035,0.36006286197524745,0.20544586820503055,0.20635366966162855,0.30571215274376073,0.2457241916626624,0.23875465076119876,0.2600144942794601,,,,,,,,0.0890621701627269,,,0.65013
0.3211879191268013,0.3388527155231288,0.1896407619674496,0.19469080390832152,0.2816407563467729,0.2363200092595972,0.22231791235739123,0.24237572822233303,,,,,,,,0.0891462194470147,,,0.6668000000000001
0.297320981371944,0.3136053686906967,0.17762272576223723,0.1760733918718971,0.2683862569407065,0.220008305832707,0.21070645451865208,0.2218231117120528,,,,,,,,0.0690027776293345,,,0.68347
0.27484736697644985,0.2891503599721653,0.1562061439501752,0.15789072249216726,0.24777604090331445,0.20290950793220447,0.1961425188331453,0.20143042018640683,,,,,,,,0.056054317498862256,,,0.70014
0.24699285288706033,0.2679168420666187,0.14073772428487455,0.13681986118309752,0.23485042756421357,0.18889659027167646,0.18014741016587763,0.18303210342735918,,,,,,,,0.03316054378827692,,,0.7168100000000001
0.22727602421794835,0.2461510525637005,0.1239499103352222,0.12207918280176946,0.21149873866154656,0.17439099686733134,0.15859726152184392,0.16410705592491096,,,,,,,,,,,0.73348
0.21510736524232288,0.22731870608571697,0.11052938272458118,0.10416460916768447,0.19325040899865903,0.15776368111934294,0.1434049460608787,0.1489399617726462,,,,,,,,,,,0.75015
0.20053476154069558,0.2034723423973772,0.09288001088553538,0.08960568093713789,0.16911516399181062,0.14228598728141484,0.13033527109611706,0.13023208332599331,,,,,,,,,,,0.7668200000000001
0.18123761245828912,0.18424846649132914,,0.07505295604101306,0.15082709430828484,0.13075560777567338,0.11613700331210153,0.11451355609508439,,,,,,,,,,,0.78349
0.16216829432149482,0.16397443315815696,,,0.1316416744162473,0.11620946426084633,0.09837368863634009,0.09920951054036656,,,,,,,,,,,0.80016
0.14248377119969938,0.14953834513638475,,,0.11446834054755163,0.1011434929953662,0.07961179660375692,0.08492276212978121,,,,,,,,,,,0.8168300000000001
0.12671244476330273,0.1336403582937186,,,0.09466043191902046,0.08511811848841339,0.05973266914129085,0.06744878923914512,,,,,,,,,,,0.8335
0.11278628125515315,0.11649233683913382,,,0.07714186320756732,0.07261525100079035,0.042991430970167284,0.045800423984863614,,,,,,,,,,,0.8501700000000001
0.10279083009744477,0.09627503464918158,,,0.0603694133284202,0.05619725140119454,0.027729140427012904,,,,,,,,,,,,0.86684
0.08996280197331714,0.07724226637137367,,,,0.03844509415960301,,,,,,,,,,,,,0.88351
0.0740506477447099,0.059197927616957774,,,,,,,,,,,,,,,,,0.9001800000000001
0.061250489327166494,0.04223995819089361,,,,,,,,,,,,,,,,,0.91685
